,time_boot_ms,roll,pitch,yaw,Roll,Pitch,Yaw,Lat,Lon,vel,alt,time,nord,est,quota,NorthX,EastY
27,363.28,0.0281535796821117,-0.0594616048038005,2.431574821472168,0,4400,-18400,482805021,374392799,2206,513.05,363.99,196.0379039996292,43.50519314429204,338.5205882,-248.87665350843116,-168.17695505347925
28,363.76,0.0439734123647213,-0.058531355112791,2.442290782928467,0,4400,-18600,482805513,374391871,2184,514.8,364.47,201.5050079995644,44.684112783584695,340.29019609999995,266.2614691622781,169.82977971872512
29,364.242,0.0767300799489021,-0.0506955049932003,2.448463201522827,0,4400,-18800,482806244,374390484,2184,517.33,364.99,209.6278799997424,46.446199772011845,342.83980390000005,-250.80545645634143,-150.2097731545605
30,364.72,0.0949143394827842,-0.0522827766835689,2.4286367893218994,0,4400,-19000,482806730,374389563,2183,518.98,365.47,215.028311999688,47.616310221675725,344.5094118,269.43975403563553,187.83657617629675
31,365.2,0.1244549304246902,-0.0572938211262226,2.4252023696899414,0,4400,-19200,482807460,374388180,2178,521.38,365.97,223.14007199973616,49.3734467185585,346.9290196,-239.49384702549685,-135.5556913490735
32,365.68,0.1114083528518676,-0.0648379772901535,2.4555916786193848,0,4400,-19400,482807946,374387260,2182,522.92,366.49,228.54050399968173,50.5423736907128,348.48862749999995,278.3852834166085,190.08444407748289
33,366.159,0.1623955965042114,-0.0260658003389835,2.450972080230713,0,4400,-19600,482808677,374385876,2185,525.21,366.99,236.6633759998598,52.30091117070822,350.79823530000004,-246.87494593654478,-115.95424360421822
34,366.641,0.119960993528366,-0.000247050076723,2.451883316040039,0,4400,-19800,482809159,374384955,2173,526.7,367.47,242.019359999286,53.47118777282002,352.3078431,279.4996072598863,208.23451178004873
35,367.12,0.1129976734519004,-0.0182568207383155,2.4916818141937256,0,4400,-20000,482809883,374383572,2175,529.03,367.97,250.06444799934457,55.22857328355242,354.657451,-268.9473719039592,-133.00942895813742
36,367.6,0.0711375772953033,0.0390782430768013,2.461111068725586,0,4400,-20200,482810365,374382655,2168,530.52,368.47,255.42043199956024,56.39385598138407,356.16705879999995,279.86535715904046,204.16569025408617
37,368.079,-0.023660808801651,-0.0529248230159282,2.592315196990967,0,4400,-20400,482811090,374381278,2159,532.86,368.97,263.47663199974875,58.14375227942836,358.5266667,-303.88371600132973,-176.1592893409258
